"date"	"hour"	"precip"	"drivers_onduty"	"drivers_occupied"	"t_onduty"	"t_occupied"	"n_pass"	"n_trip"	"n_mile"	"earnings"
"15655"	"2013-08-25"	5	NA	3527	3527	1585.94111111	1032.15805556	8640	5012	24206.7392787	96926.4757114
"15656"	"2013-08-25"	17	NA	8836	8836	6337.18833333	4579.125	37199	20597	70214.407598	320425.08228
"15657"	"2013-08-26"	1	NA	4281	4281	2298.54694444	1350.42583333	11840	6892	27058.5974975	114700.611342
"15658"	"2013-08-26"	13	NA	9294	9294	6191.52861111	3872.28194444	31648	18752	5049760.41455	265760.395631
"15659"	"2013-08-27"	8	NA	9534	9534	7572.50666667	4660.08777778	37797	23456	62147.5952795	312280.927909
"15660"	"2013-08-27"	21	NA	10602	10602	8090.05111111	5001.24555556	44772	26034	1456627.62947	390095.850654
"15661"	"2013-08-28"	4	NA	2254	2254	975.032222222	606.109722222	5253	3147	13937.7677249	56840.1749521
"15662"	"2013-08-28"	16	NA	8947	8947	5317.43194444	4284.21416667	27411	16001	47358.335792	269028.438451
"15663"	"2013-08-29"	0	NA	9020	9020	5503.35444444	3200.35611111	27884	16028	61933.3110821	271141.613795
"15664"	"2013-08-29"	12	NA	10313	10313	7461.22611111	5067.0775	35323	20875	59192.2609173	311897.635583
"15665"	"2013-08-30"	0	NA	10162	10162	7202.31444444	4411.50722222	37368	21172	74573.2273398	343713.698942
"15666"	"2013-08-30"	12	NA	9852	9852	7353.51805556	5055.24388889	36869	21694	65474.1700094	331276.870098
"15667"	"2013-08-31"	7	NA	4157	4157	2059.23583333	1233.03222222	11555	7047	29378.8411188	117318.29406
"15668"	"2013-08-31"	19	NA	9865	9865	7538.72111111	4854.34638889	46891	25314	68258.261323	329853.075638
"15669"	"2013-08-31"	20	NA	9866	9866	7082.08972222	4288.75333333	42409	23000	62012.0859996	307263.021106
"15670"	"2013-09-01"	4	NA	5419	5419	3224.77638889	1999.89694444	17784	9779	39457.4923206	166167.954146
"15671"	"2013-09-01"	16	NA	8404	8404	5472.90027778	3845.89972222	32905	18015	60173.0241923	274906.141271
"15672"	"2013-09-02"	0	NA	7229	7229	5519.36111111	3408.53527778	32575	18043	58714.6090726	268427.846629
"15673"	"2013-09-02"	12	NA	7102	7102	4906.52444444	2910.02611111	30940	17316	55212.8909095	243147.119162
"15674"	"2013-09-03"	7	NA	8080	8080	5732.36277778	3540.44944444	33090	20488	57299.7781622	267704.17942
"15675"	"2013-09-03"	19	NA	11208	11208	9005.67277778	5717.845	47735	28104	78512.3277035	418530.043137
"15676"	"2013-09-03"	20	NA	10968	10968	8166.02638889	5010.73777778	43886	26031	77173.3479416	379316.405627
"15677"	"2013-09-04"	3	NA	2301	2301	979.213888889	580.022222222	5406	3209	11857.8419417	50191.7908426
"15678"	"2013-09-04"	15	NA	10455	10455	8031.29472222	5861.99305556	38720	22626	64959.8528104	348111.64842
"15679"	"2013-09-05"	11	NA	10142	10142	7261.85861111	4502.37222222	35736	21024	54150.2704175	287231.061705
"15680"	"2013-09-05"	23	NA	10695	10695	8329.05555556	5274.87027778	45893	26337	84969.8595235	405713.275207
"15681"	"2013-09-06"	6	NA	5494	5494	2912.61972222	1689.12722222	16824	10900	35724.7480329	154030.269375
"15682"	"2013-09-06"	18	NA	11121	11121	9347.6375	6755.81138889	53097	30735	82136.9677585	459433.281202
"15683"	"2013-09-07"	2	NA	9542	9542	7348.42805556	4396.33611111	40277	22359	72629.9428657	339056.000964
"15684"	"2013-09-07"	14	NA	9904	9904	7638.67666667	5097.92666667	41137	23181	65091.2507274	329210.165284
"15685"	"2013-09-08"	9	NA	6080	6080	3824.57527778	2094.78277778	21818	13062	38792.3995146	174769.385662
"15686"	"2013-09-08"	10	NA	7439	7439	5378.31222222	3198.64916667	32287	18771	52844.3188346	246390.928286
"15687"	"2013-09-08"	22	NA	8783	8783	6254.9675	3945.29111111	34277	19666	71170.3811276	322607.649667
"15688"	"2013-09-09"	5	NA	3022	3022	1362.63916667	860.8225	7576	4857	22365.6058185	91979.5823461
"15689"	"2013-09-09"	17	NA	10278	10278	7612.99694444	5668.01222222	39851	23689	67645.6203755	376118.006413
"15690"	"2013-09-10"	5	NA	2923	2923	1206.01388889	732.34	7106	4598	18325.0649765	77751.7813125
"15691"	"2013-09-10"	17	NA	10212	10212	7003.47916667	5736.40027778	37431	22338	60882.6158513	356775.336133
"15692"	"2013-09-11"	1	NA	6066	6066	3076.045	1851.32527778	15444	9266	32125.813921	146159.981065
"15693"	"2013-09-11"	13	NA	10830	10830	8594.07861111	6224.31138889	42093	25052	64579.8210158	371353.045606
"15694"	"2013-09-12"	8	NA	10343	10343	8852.99416667	6544.45388889	45082	27631	69744.9670423	392915.316024
"15695"	"2013-09-12"	21	NA	11494	11494	9510.78111111	6870.72833333	49972	29315	91652.9765203	467001.736746
"15696"	"2013-09-13"	4	NA	3430	3430	1690.91694444	1103.70638889	8843	5198	24150.5345813	100620.500293
"15697"	"2013-09-13"	16	NA	9967	9967	6239.59277778	5210.30361111	27876	16680	56096.3048316	311712.862253
"15698"	"2013-09-14"	0	NA	11145	11145	9395.65416667	6301.77388889	52315	28828	91185.3952616	450213.916766
"15699"	"2013-09-14"	12	NA	9512	9512	7268.61416667	4472.42805556	40636	23138	58855.052237	298499.64559
"15700"	"2013-09-15"	7	NA	3740	3740	1633.84972222	954.242222222	9210	5761	24045.5871303	96620.6072922
"15701"	"2013-09-15"	19	NA	9913	9913	7611.67416667	5225.40916667	42539	24289	75999.7818578	363950.659402
"15702"	"2013-09-15"	20	NA	9655	9655	7420.16888889	4918.61777778	40060	22910	74159.80205	358753.44173
"15703"	"2013-09-16"	3	NA	1819	1819	741.73	449.384722222	3980	2450	9508.12334758	38876.3193784
"15704"	"2013-09-16"	15	NA	10224	10224	7741.41805556	5690.23527778	37924	22505	68237.925926	354529.362372
"15705"	"2013-09-17"	11	NA	10800	10800	8225.94361111	5566.03	36889	22231	56932.1887749	327347.938329
"15706"	"2013-09-17"	23	NA	10252	10252	7425.66583333	4560.43416667	36338	21338	74241.9922924	350027.052083
"15707"	"2013-09-18"	6	NA	5837	5837	3155.78222222	1840.23861111	19230	12234	36907.043282	163487.494511
"15708"	"2013-09-18"	18	NA	11362	11362	9614.27861111	7317.09861111	48555	28710	75126.7795392	453639.621319
"15709"	"2013-09-19"	2	NA	4047	4047	1937.35583333	1184.98166667	10142	5932	21869.8794111	96734.4481449
"15710"	"2013-09-19"	14	NA	11021	11021	8583.21333333	6338.36527778	40930	24505	75119.4695979	394893.669411
"15711"	"2013-09-20"	2	NA	5811	5811	3118.60527778	1794.675	16417	9564	33999.4083603	150898.029112
"15712"	"2013-09-20"	14	NA	10551	10551	8333.58777778	6186.50722222	41644	24433	73369.1058997	383928.536315
"15713"	"2013-09-21"	9	NA	7677	7677	5327.99333333	3001.92805556	30277	17653	47874.7900783	225829.867895
"15714"	"2013-09-21"	10	NA	8710	8710	6480.44527778	3933.98666667	36602	21268	56302.4737902	275049.955798
"15715"	"2013-09-21"	22	19	11348	11348	9590.08611111	7021.16972222	59908	32667	86263.3131049	455866.773001
"15716"	"2013-09-22"	5	NA	3668	3668	1632.84138889	1065.45527778	8411	4932	23825.628396	97190.7849925
"15717"	"2013-09-22"	17	NA	9700	9700	7083.42944444	5615.52944444	38487	21798	76592.8687023	368887.12365
"15718"	"2013-09-23"	1	NA	3905	3905	1846.30083333	1112.35138889	9512	5744	22772.2326276	96185.9327405
"15719"	"2013-09-23"	13	NA	9843	9843	7105.25722222	5115.96166667	30721	18429	56859.8945999	306729.135864
"15720"	"2013-09-24"	8	NA	9999	9999	8508.96972222	6166.07138889	38980	24030	58232.8382292	349661.155578
"15721"	"2013-09-24"	21	NA	11099	11099	9033.21222222	6080.31527778	49089	28792	88073.6058452	442416.597532
"15722"	"2013-09-25"	4	NA	2185	2185	895.136666667	573.497222222	5111	2981	13147.6931619	54561.2659893
"15723"	"2013-09-25"	16	NA	9827	9827	5905.82	4737.41027778	28357	16730	54822.6117645	302373.674059
"15724"	"2013-09-26"	0	NA	8931	8931	5402.71805556	3169.74222222	26504	15656	55649.4374731	253599.088837
"15725"	"2013-09-26"	12	NA	10935	10935	8483.46138889	5931.37777778	37773	22522	63306.9283374	355598.876721
"15726"	"2013-09-27"	7	NA	8758	8758	6331.86055556	4074.98722222	34688	21644	57889.0975273	285729.277778
"15727"	"2013-09-27"	19	NA	11760	11760	10036.3572222	7550.94888889	55738	31818	87037.091323	492219.694081
"15728"	"2013-09-27"	20	NA	11808	11808	9839.00111111	7058.35027778	56044	31864	90266.2591897	475260.622542
"15729"	"2013-09-28"	3	NA	8178	8178	5645.55305556	3216.87111111	29951	16606	57461.7404765	257393.539163
"15730"	"2013-09-28"	15	NA	10143	10143	7967.60694444	5989.70972222	43650	24548	69530.0886942	366094.219863
"15731"	"2013-09-29"	11	NA	8774	8774	6482.32444444	4055.47416667	37929	21846	63879.9435453	301158.064974
"15732"	"2013-09-29"	23	NA	7525	7525	4843.33666667	2897.1075	25024	14610	58838.2452731	253012.946304
"15733"	"2013-09-30"	11	NA	9987	9987	7050.55194444	4639.77916667	32057	19501	59297.9672325	302841.005754
"15734"	"2013-09-30"	23	NA	8990	8990	5598.48444444	3301.85888889	28021	16712	62422.4362259	276849.727556
"15735"	"2013-10-01"	4	NA	1898	1898	738.8525	466.820555556	4130	2564	10904.4916709	44811.8332903
"15736"	"2013-10-01"	16	NA	9748	9748	5950.45944444	4645.76305556	30611	18237	56847.0127348	308479.881754
"15737"	"2013-10-02"	0	NA	8044	8044	4487.72277778	2636.20222222	21818	12910	48787.1665774	217079.299796
"15738"	"2013-10-02"	12	NA	10812	10812	8337.15111111	5594.37666667	37673	22731	59928.4960291	335145.759356
"15739"	"2013-10-03"	7	NA	8869	8869	6449.09444444	4164.68944444	37083	23275	60007.6298682	295639.022622
"15740"	"2013-10-03"	19	NA	11898	11898	10406.7336111	7597.98361111	55390	32341	88428.3547727	499858.208087
"15741"	"2013-10-03"	20	NA	11907	11907	10150.3633333	6962.3	55746	32613	94091.6344872	485028.305434
"15742"	"2013-10-04"	3	NA	3859	3859	1868.79	1065.73333333	9944	5880	21058.1531084	91962.4923221
"15743"	"2013-10-04"	15	NA	10340	10340	7951.65555556	6319.95777778	37888	22162	67040.8748037	365066.641601
"15744"	"2013-10-05"	11	NA	9473	9473	7421.09166667	4588.67055556	39800	23322	59984.199282	305140.090516
"15745"	"2013-10-05"	23	NA	11279	11279	9904.8825	7076.46583333	62673	33950	94594.7139957	484678.477094
"15746"	"2013-10-06"	6	NA	3370	3370	1539.81361111	973.000833333	8056	5047	24580.0076351	97324.9875004
"15747"	"2013-10-06"	18	NA	9898	9898	7600.14138889	5338.77277778	42476	24396	79167.5038637	375155.700572
"15748"	"2013-10-07"	2	NA	2417	2417	1022.13861111	622.970277778	5367	3318	12939.6125553	54224.4956782
"15749"	"2013-10-07"	14	0	10298	10298	7744.69888889	5243.84972222	35820	21588	64519.8153694	332291.946903
"15750"	"2013-10-08"	9	NA	10759	10759	9092.65333333	6083.45944444	39132	24467	60722.8711907	355873.627933
"15751"	"2013-10-08"	10	NA	10764	10764	8287.94861111	5489.71583333	34750	21555	55873.7380675	322983.469375
"15752"	"2013-10-08"	22	NA	10895	10895	8581.89416667	5459.19305556	46962	27434	88053.7203127	422920.672885
"15753"	"2013-10-09"	5	NA	3033	3033	1188.58916667	742.026944444	7143	4459	19034.4603199	79352.9765035
"15754"	"2013-10-09"	17	NA	10185	10185	7041.98527778	5624.1225	38686	22953	63049.8636735	361609.10646
"15755"	"2013-10-10"	5	NA	3226	3226	1306.55888889	815.388333333	7434	4653	21225.2254857	88418.5039901
"15756"	"2013-10-10"	17	NA	10536	10536	7359.59166667	5989.42194444	40810	24011	66746.5397025	383642.420173
"15757"	"2013-10-11"	1	NA	8236	8236	4675.92388889	2717.39333333	23462	13615	48587.4239088	220385.585506
"15758"	"2013-10-11"	13	NA	9870	9870	7910.16805556	6040.06694444	37796	22627	67948.8637312	364084.196965
"15759"	"2013-10-12"	8	NA	6414	6414	3885.51638889	2353.97111111	22282	13292	43378.0640099	193234.140995
"15760"	"2013-10-12"	21	NA	11171	11171	9155.14083333	6489.25388889	53680	29361	77323.4939236	419270.980048
"15761"	"2013-10-13"	4	NA	6777	6777	4026.95055556	2556.01333333	21388	12065	48728.8200162	211640.39397
"15762"	"2013-10-13"	16	NA	9326	9326	6078.95611111	4935.73111111	34032	19107	69571.4807389	329953.626112
"15763"	"2013-10-14"	0	NA	6656	6656	3955.65222222	2316.99	21121	12273	45755.2883593	198867.226175
"15764"	"2013-10-14"	12	NA	9241	9241	6794.65111111	4431.57833333	33207	19695	59731.8934285	298052.998321
"15765"	"2013-10-15"	7	NA	6599	6599	4938.19416667	3384.04527778	29833	19077	52215.5016356	248802.50718
"15766"	"2013-10-15"	19	NA	9458	9458	8210.92416667	5789.70277778	47707	28750	78148.0154429	423251.251205
"15767"	"2013-10-15"	20	NA	9349	9349	7963.89527778	5318.95583333	46830	28191	84352.7516649	411150.725733
"15768"	"2013-10-16"	3	NA	2059	2059	1035.33416667	573.209444444	5091	3105	11703.1278024	49837.295354
"15769"	"2013-10-16"	15	NA	10141	10141	7665.09611111	5869.49305556	37592	22334	66938.1541612	361559.224353
"15770"	"2013-10-17"	11	NA	10781	10781	8275.02833333	5635.08916667	38015	23018	59806.815217	338762.143537
"15771"	"2013-10-17"	23	0	11237	11237	9354.95638889	6095.81222222	48720	28444	98553.802528	467895.98309
"15772"	"2013-10-18"	6	NA	5849	5849	3079.02611111	1889.35555556	18496	11914	38584.7352647	168226.945689
"15773"	"2013-10-18"	18	NA	11374	11374	9582.21833333	7456.90611111	51685	29956	81049.0833466	468023.850892
"15774"	"2013-10-19"	2	NA	9684	9684	7586.61027778	4541.01694444	41681	23198	76278.7622164	352391.483041
"15775"	"2013-10-19"	14	NA	10392	10392	8193.60666667	5561.85694444	44377	25278	70196.8486942	358964.15693
"15776"	"2013-10-20"	2	NA	9811	9811	7943.60472222	4911.76388889	45407	25009	80939.2826268	378984.189741
"15777"	"2013-10-20"	14	NA	10029	10029	7907.56638889	5605.45722222	42865	24710	80001.5035183	385320.283743
"15778"	"2013-10-21"	9	NA	10056	10056	8470.87777778	5812.06527778	37833	23471	66489.0394337	361786.794928
"15779"	"2013-10-21"	10	NA	9983	9983	7539.75555556	4870.48583333	33317	20538	60019.9412662	315250.322591
"15780"	"2013-10-21"	22	NA	9775	9775	7168.33166667	4206.19333333	36869	21972	74584.855698	344787.343026
"15781"	"2013-10-22"	5	NA	3008	3008	1163.33972222	756.448055556	6757	4367	18931.4108544	79012.520309
"15782"	"2013-10-22"	17	NA	10324	10324	7199.11888889	5323.03111111	41253	24531	64801.9408758	364121.123668
"15783"	"2013-10-23"	1	NA	4976	4976	2236.48972222	1338.60833333	11891	7111	25144.154846	112462.307515
"15784"	"2013-10-23"	13	NA	10907	10907	8476.81777778	5887.31333333	38445	23254	62173.6848756	354641.665108
"15785"	"2013-10-24"	8	NA	10284	10284	8676.21305556	6196.85305556	45112	27882	68532.3173407	381763.778028
"15786"	"2013-10-24"	21	NA	11824	11824	10317.8102778	7108.97305556	56804	33195	102823.261043	516494.294482
"15787"	"2013-10-25"	4	NA	3177	3177	1486.46444444	935.447777778	7963	4806	21177.3712606	87933.0398066
"15788"	"2013-10-25"	16	NA	10067	10067	6158.86083333	5033.31833333	30743	17909	59979.4156404	322601.820939
"15789"	"2013-10-26"	0	NA	11241	11241	9632.32888889	6540.13055556	56001	31066	97395.0812397	475366.862264
"15790"	"2013-10-26"	12	NA	9852	9852	8077.19861111	5481.90861111	45841	26247	67205.3865227	349415.173587
"15791"	"2013-10-27"	7	NA	4243	4243	1996.16222222	1192.47777778	11014	6914	29948.7229068	120001.173504
"15792"	"2013-10-27"	19	NA	9853	9853	7616.52527778	5202.25944444	40626	23512	76941.50737	358764.482042
"15793"	"2013-10-27"	20	NA	9569	9569	6875.45638889	4353.96472222	37109	21367	72126.0633987	336512.26305
"15794"	"2013-10-28"	3	NA	1856	1856	772.464444444	467.806111111	4288	2554	9964.41516383	41628.3492118
"15795"	"2013-10-28"	15	NA	9962	9962	7412.58027778	5223.10583333	37459	22191	66370.8256803	337801.758498
"15796"	"2013-10-29"	11	NA	10499	10499	7776.86222222	5266.61694444	34698	21344	53682.7826657	313138.374902
"15797"	"2013-10-29"	23	NA	10174	10174	7301.80222222	4434.83361111	37047	21623	74287.1029752	348140.487395
"15798"	"2013-10-30"	11	NA	10503	10503	7957.22583333	5392.30972222	36624	22209	55130.8844966	318292.236569
"15799"	"2013-10-30"	23	NA	10645	10645	8088.80166667	5135.55305556	41534	24527	84720.2663423	401296.028122
"15800"	"2013-10-31"	6	NA	5756	5756	3072.20166667	1857.74694444	18198	11928	36612.9960235	162846.126297
"15801"	"2013-10-31"	18	0	11239	11239	9277.51777778	6566.32111111	47452	27987	73888.3623927	426394.955294
"15802"	"2013-11-01"	3	NA	6845	6845	4760.79527778	2839.94472222	24439	13683	51746.1778821	226209.091866
"15803"	"2013-11-01"	15	NA	10401	10401	8090.01888889	6279.95833333	37522	21954	67398.3470768	367721.20062
"15804"	"2013-11-02"	11	NA	9605	9605	7498.09388889	4635.16944444	42247	24108	60477.4266806	308175.354551
"15805"	"2013-11-02"	23	NA	11244	11244	9694.91472222	6924.9475	61212	33485	92562.6790909	474079.228132
"15806"	"2013-11-03"	6	NA	4013	4013	2151.90805556	1242.27694444	10695	6596	29727.8088112	118441.733065
"15807"	"2013-11-03"	18	NA	9436	9436	7586.83305556	5889.95583333	45734	26015	82563.3615406	400385.658123
"15808"	"2013-11-04"	2	NA	2173	2173	956.536666667	557.514722222	5037	3106	11295.6508496	47926.4832155
"15809"	"2013-11-04"	14	NA	10290	10290	7871.3425	5760.31805556	38999	23127	70940.1283198	362734.216229
"15810"	"2013-11-05"	9	NA	10708	10708	8780.79	5747.81555556	39458	24464	61426.3478893	351305.417139
"15811"	"2013-11-05"	10	NA	10674	10674	7883.99666667	5115.99555556	35977	22009	56274.8370083	317811.815319
"15812"	"2013-11-05"	22	NA	10656	10656	8507.85583333	5322.04277778	45991	27175	86292.4636841	417470.31268
"15813"	"2013-11-06"	5	NA	3048	3048	1138.155	723.817777778	6807	4356	19289.8716105	80107.0465169
"15814"	"2013-11-06"	17	NA	10548	10548	7478.31305556	5972.26194444	39755	23780	64721.1521386	375236.336409
"15815"	"2013-11-07"	1	NA	6106	6106	2967.98583333	1775.01361111	15148	9069	32076.8735182	146212.451102
"15816"	"2013-11-07"	13	5	11267	11267	9011.71722222	6805.27111111	39211	23622	64857.2676878	381195.867235
"15817"	"2013-11-08"	8	NA	10511	10511	8876.24916667	6295.48888889	42189	26159	67403.1579119	379254.747025
"15818"	"2013-11-08"	21	NA	11841	11841	9977.14277778	6889.23138889	59629	33512	94555.038947	485572.712067
"15819"	"2013-11-09"	4	NA	6223	6223	3528.53333333	2194.4175	19068	10664	42706.6505591	184269.505194
"15820"	"2013-11-09"	16	NA	9829	9829	6012.00333333	4923.51916667	35842	20293	58885.0908145	306162.774304
"15821"	"2013-11-10"	4	NA	6830	6830	4068.97694444	2551.62472222	21799	12255	49293.8843925	212836.032521
"15822"	"2013-11-10"	16	NA	9575	9575	6205.11777778	4991.60472222	34382	19576	69001.7495065	334231.39112
"15823"	"2013-11-11"	0	NA	6145	6145	3473.88138889	2022.38694444	17852	10394	44533.2104569	187415.120379
"15824"	"2013-11-11"	12	NA	9531	9531	7262.56916667	5089.90194444	34181	20788	58188.6925612	320468.947538
"15825"	"2013-11-12"	7	0	8798	8798	6716.13138889	4479.23861111	38359	23986	58346.9224156	299128.551991
"15826"	"2013-11-12"	19	NA	11514	11514	9692.65611111	6614.27944444	53453	31987	81585.7458883	470093.363799
"15827"	"2013-11-12"	20	NA	11471	11471	9310.22611111	5996.80666667	52557	31352	86952.9013541	449138.323272
"15828"	"2013-11-13"	3	NA	2160	2160	905.834166667	533.580555556	4958	2982	10531.738311	45374.9112031
"15829"	"2013-11-13"	15	NA	10609	10609	7867.62444444	6106.80944444	38982	23080	66320.7558786	367296.83222
"15830"	"2013-11-14"	11	NA	10912	10912	8386.07333333	5799.57833333	38470	23546	60023.6592982	345647.292409
"15831"	"2013-11-14"	23	NA	11112	11112	9162.03388889	6051.97083333	49833	28927	94786.4987741	462642.799511
"15832"	"2013-11-15"	6	NA	6240	6240	3285.47388889	1991.53944444	18812	12231	39881.8768127	176388.68161
"15833"	"2013-11-15"	18	NA	11307	11307	9511.39194444	7409.18611111	47137	27643	74777.6406884	450041.823675
"15834"	"2013-11-16"	2	NA	9751	9751	7536.97527778	4500.17777778	40992	22996	75184.3085157	349564.32935
"15835"	"2013-11-16"	14	NA	10395	10395	8076.66083333	5459.42666667	44353	25278	67581.3668836	350174.231438
"15836"	"2013-11-17"	9	NA	6618	6618	3886.38333333	2098.85555556	23751	13994	39911.8442756	180156.014245
"15837"	"2013-11-17"	10	0	8066	8066	5600.43694444	3193.82472222	35271	20590	52792.1461954	250025.011708
"15838"	"2013-11-17"	22	NA	8100	8100	5365.14777778	3205.64138889	27965	16369	61615.0520585	274675.773135
"15839"	"2013-11-18"	5	0	3213	3213	1418.25194444	927.2575	7700	4885	24043.56231	99266.6269681
"15840"	"2013-11-18"	17	NA	10150	10150	7213.0175	5129.54305556	39077	23403	63934.8968977	353131.397207
"15841"	"2013-11-19"	1	NA	4131	4131	1908.00722222	1113.815	9994	6110	21741.0050453	95715.8823499
"15842"	"2013-11-19"	13	NA	10795	10795	8017.91666667	5575.24361111	36482	22338	59166.7349584	334479.891164
"15843"	"2013-11-20"	1	NA	5242	5242	2470.63722222	1458.0675	12746	7732	27339.9804911	121656.813737
"15844"	"2013-11-20"	13	NA	11033	11033	8357.27972222	5889.41305556	37311	22778	61604.3699377	351888.579466
"15845"	"2013-11-21"	8	NA	10428	10428	8796.16194444	6295.84611111	44299	27371	66935.0668939	379987.666831
"15846"	"2013-11-21"	21	NA	11762	11762	9738.99861111	6713.2025	54630	32045	98826.201576	493310.50699
"15847"	"2013-11-22"	4	NA	3205	3205	1473.38722222	932.230555556	7867	4729	20325.7254904	85072.048405
"15848"	"2013-11-22"	16	NA	10023	10023	5924.28722222	4772.78111111	29623	17473	56569.445212	308823.637264
"15849"	"2013-11-23"	0	NA	11226	11226	9447.47555556	6439.8025	55572	30820	97391.0335292	473957.015355
"15850"	"2013-11-23"	12	NA	10155	10155	8101.46333333	5454.97583333	45836	26285	65549.6218096	350417.615873
"15851"	"2013-11-24"	7	NA	4165	4165	1814.29083333	1062.15194444	10164	6438	26260.1959506	106294.945027
"15852"	"2013-11-24"	19	NA	9662	9662	7248.95361111	4514.13861111	43697	25132	69813.7988718	336103.808504
"15853"	"2013-11-24"	20	NA	9213	9213	6636.16916667	3966.72805556	39235	22539	63680.6688123	312765.672142
"15854"	"2013-11-25"	3	NA	1622	1622	696.566944444	407.208611111	3573	2227	8354.8551632	35291.8316771
"15855"	"2013-11-25"	15	NA	9937	9937	7355.42	5611.56416667	39437	22946	62610.8828196	337881.356604
"15856"	"2013-11-26"	11	NA	10731	10731	8170.45083333	5814.36888889	37835	22843	57254.9236014	338132.965738
"15857"	"2013-11-26"	23	15	10224	10224	7529.30583333	4695.62361111	38608	22281	70759.789541	343292.362996
"15858"	"2013-11-27"	6	11	5751	5751	3174.92222222	2029.64361111	18265	11749	37879.0072267	168172.957721
"15859"	"2013-11-27"	18	0	10880	10880	8905.04833333	6315.60027778	48215	27481	70060.0839625	407967.426076
"15860"	"2013-11-28"	2	NA	5165	5165	3564.76277778	2100.08555556	20185	11358	38023.6997462	168686.747996
"15861"	"2013-11-28"	14	NA	8041	8041	5980.52111111	3893.35305556	30840	17172	54591.4307077	259926.189544
"15862"	"2013-11-29"	9	NA	6857	6857	3437.16888889	1863.85972222	21257	12322	30087.5578876	142949.073599
"15863"	"2013-11-29"	10	NA	7453	7453	4348.25916667	2361.08527778	26255	14961	35943.195222	173037.859228
"15864"	"2013-11-29"	22	NA	9958	9958	7114.58027778	4191.12944444	43111	23427	61854.9472588	306746.548956
"15865"	"2013-11-30"	9	NA	6573	6573	3354.36083333	1831.50833333	21242	12310	32955.4747295	149230.14217
"15866"	"2013-11-30"	10	NA	7925	7925	4864.67555556	2688.08805556	29769	16856	45293.1620229	208549.986612
"15867"	"2013-11-30"	22	NA	10595	10595	8137.13694444	5001.32194444	48655	26327	74867.3257516	367359.001668
"15868"	"2013-12-01"	2	NA	7978	7978	5619.675	3129.95611111	31460	17464	55947.4812833	255051.051949
"15869"	"2013-12-01"	14	NA	9982	9982	7367.88638889	4845.75111111	38218	21816	70289.6185464	336340.419991
"15870"	"2013-12-02"	9	NA	10531	10531	8947.01583333	6068.75333333	39053	24362	72259.4885727	379093.196194
"15871"	"2013-12-02"	10	NA	10448	10448	7512.94361111	4851.12666667	33714	20569	60473.6531514	314208.997881
"15872"	"2013-12-02"	22	NA	10246	10246	7067.38777778	4303.16972222	36588	21625	77272.8841345	356752.037269
"15873"	"2013-12-03"	5	NA	3089	3089	1185.24277778	758.241944444	6984	4424	20009.6226914	81863.4526153
"15874"	"2013-12-03"	17	NA	10511	10511	7314.2375	5719.78388889	38919	23031	62407.565525	361437.662306
"15875"	"2013-12-04"	1	NA	5544	5544	2536.45	1512.89777778	13008	7953	28942.4512183	128859.266681
"15876"	"2013-12-04"	13	NA	11100	11100	8363.61888889	5966.05083333	38101	22965	64416.9577077	362881.232404
"15877"	"2013-12-05"	8	NA	10217	10217	8752.305	6365.2225	44008	27170	66251.1932223	373361.657643
"15878"	"2013-12-05"	21	0	11776	11776	9659.70805556	6897.72861111	55431	32324	100445.970348	500445.729417
"15879"	"2013-12-06"	4	NA	3288	3288	1508.67583333	974.584166667	7745	4670	21033.5640008	87353.318351
"15880"	"2013-12-06"	16	1	9969	9969	6005.10138889	5037.05416667	27962	16294	51088.4111762	290677.769475
"15881"	"2013-12-07"	0	12	11000	11000	9282.52222222	6587.13777778	54581	30301	94390.9908179	464489.118698
"15882"	"2013-12-07"	12	NA	10078	10078	8359.42888889	5696.15027778	49927	28534	67157.589294	362763.028935
"15883"	"2013-12-08"	7	NA	4140	4140	1820.07972222	1092.55166667	10142	6320	27748.5738008	111710.765096
"15884"	"2013-12-08"	19	NA	9902	9902	7559.09138889	5031.13777778	41559	23651	70442.2616482	343880.781966
"15885"	"2013-12-08"	20	0	9430	9430	6472.34277778	3941.92694444	36944	21056	63474.9616641	304756.925791
"15886"	"2013-12-09"	3	2	1934	1934	861.588055556	537.506388889	4307	2635	11288.6673949	46782.3430693
"15887"	"2013-12-09"	15	NA	10218	10218	7680.47583333	5541.23972222	38131	22570	69594.6075187	357659.359545
"15888"	"2013-12-10"	3	NA	2092	2092	817.776111111	492.334444444	4639	2774	10090.3466695	43270.6408176
"15889"	"2013-12-10"	15	NA	10132	10132	7422.64138889	5240.42583333	37105	22025	62890.8383285	336671.132499
"15890"	"2013-12-11"	11	NA	10997	10997	8903.18277778	6588.18111111	39561	23885	61145.8807065	371952.942122
"15891"	"2013-12-11"	23	NA	10997	10997	8645.03777778	5795.03638889	45458	26519	92039.8382766	443899.935162
"15892"	"2013-12-12"	6	NA	5948	5948	3235.93166667	1939.21361111	20115	12867	37605.8986461	169260.775741
"15893"	"2013-12-12"	18	NA	11284	11284	9583.86333333	8039.7175	48305	27923	73760.4954793	465656.180866
"15894"	"2013-12-13"	2	NA	6604	6604	3707.16055556	2156.4325	19235	11180	39929.0083269	182950.155514
"15895"	"2013-12-13"	14	NA	10789	10789	8952.15027778	7148.49277778	40749	24048	69923.8832276	402669.236834
